place,dataset,year,score,rank,isopen,exists,digital,public,online,free,machinereadable,bulk,openlicense,uptodate,url,format,licenseurl,dateavailable,officialtitle,publisher,timestamp,submitters,reviewers,details
sn,legislation,2013,45,25,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.jo.gouv.sn/,None,None,None,None,None,17/05/2013 17:51:15,"[u'Mor Rubinstein', u'Tangui Mor']","[u'Mamadou Diagne', u'Katelyn Rogers']",Only a small part is available in digital format.
lt,spending,2013,0,38,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,11/6/2013 6:45:52,"[u'Lieke Ploeger', u'Tryggvi Bj\xf6rgvinsson', u'Karolis Granickas']","[u'Mor Rubinstein', u'Pierre Chrzanowski', u'Karolis Granickas']",Budget data available but not spending data
id,emissions,2013,45,29,False,Y,Y,Y,Y,Y,N,Y,?,N,http://datin.menlh.go.id/home/iklh/,PDF,None,None,None,None,7/6/2013 14:24:02,"[u'Yuandra Ismiraldi', u'Fariz']",Ramda Yanurzha,Data aggregated into national environmental index and published annually with 1 year delay (e.g. 2011 report published on December 2012)
se,legislation,2013,45,25,False,Y,Y,Y,Y,Y,?,Y,N,N,http://62.95.69.15/sfs/sfst_form2.html,txt,None,None,None,None,21/02/2013 20:04:32,"[u'Niels Erik Kaaber Rasmussen', u'Peter Krantz']","[u'Laura James', u'Niels Erik Kaaber Rasmussen']",Unstructured text data for now. Plans to release linked open data has been around for years but not turned into practice.
gr,postcodes,2013,0,45,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,4/6/2013 7:46:29,Charalampos Bratsas,"[u'Charalampos Bratsas', u'Andreas P', u'Sander van der Waal']",You can search for a postal code : http://www.elta.gr/en-us/findapostcode.aspx But that does not give you the corresponding geospatial location of that postal code. Unsure if that data exists.
hr,legislation,2013,75,10,False,Y,Y,Y,Y,Y,N,N,Y,Y,http://narodne-novine.nn.hr/,html,None,None,None,None,2013-09-28T20:14:24.362Z,"[u'Ivo Babaja', u'Drazen Hoffmann']",Stevan Gostojić,No consolidated texts of the laws. Some consolidated and purified texts are available on unofficial site zakon.hr.
at,timetables,2013,10,49,False,Y,Y,N,?,?,N,N,N,N,None,None,None,None,None,None,18/04/2013 19:19:27,"[u'Robert Harm', u'Mathias Huter']","[u'Robert Harm', u'Lieke Ploeger']",None
fi,budget,2013,45,34,False,Y,Y,Y,Y,Y,N,N,N,Y,http://budjetti.vm.fi/indox/index.jsp,None,None,8/8/2012,None,None,4/6/2013 10:47:10,"[u'Raimo Muurinen', u'Antti Poikola', u'Antti Jogi Poikola', u'Margit Suurhasko']","[u'Antti Poikola', u'Antti Jogi Poikola']","On the page ( http://budjetti.vm.fi/indox/index.jsp ) data is available in PDF and HTML but not in CSV, XLS or neither through API. The page is hosted by Ministry of Finance. The main datasets are the ones Government proposes to the Parliament. The Parliament amends the budget perioidically. See the discussion in Finnish: http://avoindata.net/245/onko-valtion-budjettidata-saatavilla-avoimena-ja-milloin"
cr,budget,2013,35,53,False,Y,Y,Y,Y,Y,?,?,?,?,http://cgrw01.cgr.go.cr/apex/f?p=10263:2:0::NO:::,None,None,None,None,None,8/6/2013 23:02:11,"[u'Tryggvi Bj\xf6rgvinsson', u'Ana Sofia Ruiz']","[u'Mariel Garc\xeda M', u'Ana Sofia Ruiz']",None
cr,emissions,2013,35,34,False,Y,Y,Y,Y,Y,N,N,?,?,http://www.digeca.go.cr/,None,None,None,None,None,8/6/2013 23:22:54,"[u'Tryggvi Bj\xf6rgvinsson', u'Ana Sofia Ruiz']","[u'Oscar Montiel', u'Ana Sofia Ruiz']","There is partial information, hard to find but available. Major pollutants can be found by categories (air, water, solids, etc.). All the information is PDF, not available in spreadsheets."
ec,elections,2013,45,33,False,Y,Y,Y,Y,Y,N,N,N,Y,http://resultados.cne.gob.ec/Results.html?RaceID=1&UnitID=1&IsPS=0&LangID=0,None,None,None,None,None,2013-10-08T16:54:30.392Z,Eduardo Bejar,"[u'Eduardo Bejar', u'Mariel Garc\xeda M']",None
nz,postcodes,2013,40,31,False,Y,Y,Y,N,N,Y,Y,N,?,http://www.nzpost.co.nz/business/direct-marketing/direct-marketing-products-services/quality-addressing/postcode-network-file,None,None,None,None,None,2013-10-04T21:02:39.949Z,"[u'Mark Heseltine', u'Jonathan Hunt']","[u'Alex Sadleir', u'Jonathan Hunt']","Unfortunately, Postcode data is managed by NZ Post, a state-owned enterprise, with a commercial model. The Postcode Network File is $400-$2100/year depending on use and the license restricts reuse."
bm,postcodes,2013,55,14,False,Y,Y,Y,Y,Y,N,Y,N,Y,http://www.bpo.bm/Lists/Postal%20Codes/Attachments/1/Bermuda%20Postal%20Codes%20and%20Parishes%202013.pdf,PDF,None,None,None,None,2013-10-09T14:29:53.880Z,"[u'Louis Galipeau', u'Mor Rubinstein', u'Graeme Jones']","[u'Mor Rubinstein', u'Graeme Jones', u'Christian Villum']","http://www.bpo.bm/postalcodes.aspx?activemenu=40&sub=28
http://www.bpo.bm/Lists/Postal%20Codes/Attachments/1/Bermuda%20Postal%20Codes%20and%20Parishes%202013.pdf"
sn,emissions,2013,0,51,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-24T08:31:28.654Z,"[u'Mamadou Diagne', u'Mouhamadou Moustapha CAMARA']","[u'Mamadou Diagne', u'Christian Villum', u'Katelyn Rogers']",It is uncertain if the data exists.
ch,companies,2013,60,8,False,Y,Y,Y,Y,Y,Y,N,N,Y,http://zefix.admin.ch/,"HTML,PDF,XML",None,12/6/2000,None,None,1/5/2012 8:58:54,Oleg Lavrovsky,Oleg Lavrovsky,"Data is available for personal use: ""publication of the whole database, or of parts of it, by any means is strictly forbidden"". http://zefix.admin.ch/hrweb/eng/about.htm"
hu,postcodes,2013,0,45,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-22T15:55:21.283Z,Anna Orosz,"[u'Julia Keser\u0171', u'Sander van der Waal']",There is an Excel sheet of all postal codes (http://posta.hu/ugyfelszolgalat/iranyitoszam_kereso) but it doesn't contain references to where this actually is in terms of lat/long.
cy,postcodes,2013,0,45,False,N,N,N,N,N,N,N,N,N,http://www.mcw.gov.cy/mcw/postal/dps.nsf/postcodeSearch_gr/postcodeSearch_gr?OpenForm,.pdf,None,None,None,None,2013-10-06T13:36:32.993Z,"[u'Andreas', u'Anonymous']","[u'Andreas Pavlou', u'Andreas P']","The data does not exist as per requirements of the Open Data Census. The data does exist in the form of street name, postcode and town/village name. This information however, is in PDF form and so is unreadable."
mt,legislation,2013,45,25,False,Y,Y,Y,Y,Y,N,N,?,Y,http://www.justiceservices.gov.mt/LOM.aspx?pageid=27&mode=chrono,PDF,None,None,None,None,2013-10-12T08:52:49.118Z,Charlie Abela,Charlie Abela,None
lt,timetables,2013,10,49,False,Y,Y,?,?,?,?,?,?,?,None,None,None,None,None,None,23/02/2013 13:52:48,"[u'Viktorija Trubaciute', u'Karolis Granickas']",Karolis Granickas,"The data is available, however, not from the Government. Re-users of the data (third party) created a tool (www.marsrutai.lt) that provides transport data in a user-friendly manner, but does not provide datasets and machine-readable formats."
be,spending,2013,0,38,False,N,N,N,N,N,N,N,N,N,None,None,None,None,None,None,10/7/2013 8:15:42,"[u'Pieter Colpaert', u'Tryggvi Bj\xf6rgvinsson']","[u'Pieter-Jan Pauwels', u'Sander van der Waal']","Only aggregate tables per year are published on the statistical portal of the national bank of Belgium:
http://www.nbb.be/belgostat/PublicatieSelectieLinker?LinkID=82000033|910000082&Lang=N"
ng,postcodes,2013,50,20,False,Y,Y,Y,Y,?,N,N,Y,?,http://www.nigeriapostcodes.com,None,None,None,None,None,25/06/2012 20:55:48,"[u'Oludotun at Cloneshouse Nigeria', u'Oludotun Babayemi']","[u'Oluseun Onigbinde', u'Oluseun Onigbinde ']",The data cannot be downloaded in bulk.
id,budget,2013,45,34,False,Y,Y,Y,Y,Y,N,N,?,Y,http://satupemerintah.net/ProgramApbns,PDF,None,2012,None,None,7/6/2013 8:44:45,"[u'Ramda Yanurzha', u'Fariz']",Ramda Yanurzha,Data portal covers Government of Indonesia National Budget 1968-2012.
eg,postcodes,2013,30,35,False,Y,Y,?,Y,Y,N,?,N,?,http://egyptpost.org/mappost/map.html,None,None,None,None,None,4/6/2013 20:35:56,"[u'Tarek Amr', u'Riyadh Al-Balushi']",Riyadh Al-Balushi,"Egyptian post services have notoriously worsened in the recent years. The link initially provided (http://egyptpost.org/mappost/map.html) doesn't seem to work. In addition, Egypt postal code is different from one city to another as it includes the governorate, the province, the type of service and a reference to the delivery post office in the area.
 
This website allows to search for a zip code, but not every such one in the country is available in its database: http://www.epcodes.com/"
fi,statistics,2013,85,11,True,Y,Y,Y,Y,N,Y,Y,Y,Y,http://tilastokeskus.fi/org/lainsaadanto/avoin_data_en.html,None,None,None,None,None,2013-09-30T20:09:29.829Z,"[u'Antti Poikola', u'Heli Mikkel\xe4']","[u'Antti Poikola', u'Antti Jogi Poikola']","Some of the date produced by Statistics Finland is available in open data free of charge, but some is not."
kr,map,2013,40,34,False,Y,Y,?,Y,N,Y,?,N,Y,http://sd.ngii.go.kr:9000/,"NGI,SHP",None,None,None,None,2013-09-30T14:04:32.894Z,Young-Je Lim,"홍영택 (yeongtaek, Hong)","Name: National map of Korea
Coverage: - Types of general maps: Classification by scale, Classification by purpose (National base map (Topographic map) Map on land use, map on land characteristics, etc. - Geologic map, marine chart, traffic map, tourist map, climatic map, etc.)
- Types and Production of Maps Published by the National Geographic Information Institute: Production and details of topographic maps, Production and details of digital maps, Production of numerical topographic maps in 1/1000 scale
- More details can be found at http://www.ngii.go.kr/en/contents/contentsView.do?rbsIdx=58"""
it,spending,2013,20,18,False,Y,Y,Y,Y,?,?,?,N,?,https://www.siope.it/siopelocale/siopewelcome.html,None,None,None,None,None,20/02/2013 15:30:59,"[u'Gianfranco', u'Tryggvi Bj\xf6rgvinsson', u'Andrea Raimondi']","[u'Maurizio Napolitano', u'Mor Rubinstein', u'Sander van der Waal']",The data is available via SIOPE to anyone who is granted access but it seems that some people are denied access to this system unjustly - according to some http://www.ilfattoquotidiano.it/2012/11/04/soldi-pubblici-dati-restano-segreti-e-sprechi-crescono/
sg,legislation,2013,45,25,False,Y,Y,Y,Y,Y,N,N,N,Y,http://statutes.agc.gov.sg/,HTML,None,None,None,None,2013-10-02T10:33:22.055Z,"[u'Gosia Klimowicz', u'Rufus Pollock']",Christian Villum,"The site contains up-to-date information on legislation but is not bulk or machine-readable (simple HTML). On open license terms and conditions at http://statutes.agc.gov.sg/aol/page.w3p;paId=AOL_PUBLIC_TERMS_CONDITIONS states ""(5) Except as otherwise provided, the Contents of this Web Site shall not be reproduced, republished, uploaded, posted, transmitted or otherwise distributed in any way, without the prior written permission of AGC."""
is,companies,2013,40,34,False,Y,Y,Y,Y,N,N,Y,N,Y,http://rsk.is/fyrirtaekjaskra/,"HTML, PDF",None,None,None,None,17/04/2012 16:41:44,"[u'P\xe1ll Hilmarsson', u'Svavar Kjarrval']","[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson']",Limited data can be accessed via a web form (search). More data and bulk data is available for a fee (on a page by page basis).
ng,emissions,2013,5,50,False,Y,N,N,N,N,?,N,N,N,None,None,None,None,None,None,13/06/2013 18:16:58,"[u'Oluseun Onigbinde', u'Oludotun Babayemi']","[u'Oluseun Onigbinde', u'Oluseun Onigbinde ']",The data is not the official. The Official data should be on National Oil Spill Detection and Response Agency(NOSDRA) http://nosdra.gov.ng/ but presently they do not have a data portal.
bg,budget,2013,45,34,False,Y,Y,Y,Y,?,Y,Y,N,?,http://www.minfin.bg/,"Excel, PDF",None,None,None,None,11/5/2012 7:55:29,"[u'Peio Popov', u'Boyan Yurukov']","[u'Rayna St', u'Boyan Yurukov']","The Budget law is promulgated in the State gazette, so it is in the public domain.
The consolidated budget framework is published on the Finance ministry website, usually as a excel generated pdf."
ch,statistics,2013,70,16,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.bfs.admin.ch/bfs/portal/en/index/infothek/interactiv.html,"HTML,CSV,XLS",None,1/29/2010,None,None,1/5/2012 8:50:59,Oleg Lavrovsky,Oleg Lavrovsky,"Commercial users need to obtain written permission, as per http://www.bfs.admin.ch/bfs/portal/fr/index/dienstleistungen/premiere_visite/02/02_0 3/copy.html"
no,statistics,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://statbank.ssb.no/statistikkbanken/?PLanguage=1,"mostly csv, tsb, xml, pc-axis, excel",None,None,None,None,25/02/2013 06:11:07,Heather Broomfield,Livar Bergheim,"Previous editor note: Data is freely available as long as the source is referenced. See http://www.ssb.no/english/help/main.html#5 

Country editor note: Alas the abovemetnioned link doesn't work anymore :(  
But I've been corresponding with Statistics Norway ( the home of the statistics ) and they've said the same. Their license is essentially the same as the Norwegian License for Open Government Data ( NLOD - http://data.norge.no/nlod/en/1.0 ), but they can't yet write this, though they're working on it.  That is, their license is CC BA compatible."
rs,timetables,2013,45,13,False,Y,Y,Y,Y,Y,N,N,N,Y,http://w3.srbrail.rs/zsredvoznje/?lang=en,None,None,None,None,None,2013-09-30T11:13:30.565Z,"[u'Stevan Gostoji\u0107', u'Bojana Dzulovic']","[u'Bojana Dzulovic', u'Sander van der Waal']","http://w3.srbrail.rs/zsredvoznje/?lang=en, http://www.bas.rs/RedVoznje.aspx?lng=sc&idDrzave=9"
mx,postcodes,2013,0,45,False,N,N,N,N,N,N,N,N,N,None,None,None,None,None,None,2013-10-09T02:02:51.952Z,"[u'Juan M. Casanueva', u'Enrique Zapata', u'Mor Rubinstein']","[u'Juan M. Casanueva', u'Juan M Casanueva', u'Mor Rubinstein', u'Sander van der Waal']","There is a dump available of the postal code data but that cannot be related to the lat-long coordinates: http://www.sepomex.gob.mx/ServiciosLinea/Paginas/DescargaCP.aspx (Also, the license on that data only allows for private use and is therefore not open.)"
it,timetables,2013,35,34,False,Y,Y,Y,Y,Y,?,?,N,?,http://www.trenitalia.com/trenitalia21.html,None,None,"No intentio to make it available. To my knowledge, no crosswalk with the area code dataset of ISTAT (Italian statistical institute), which is open, exists yet.",None,None,20/02/2013 15:32:07,Maurizio Napolitano,"[u'Maurizio Napolitano', u'Sander van der Waal']",only trains
ec,budget,2013,50,33,False,Y,Y,Y,Y,Y,Y,N,N,N,http://www.finanzas.gob.ec/el-presupuesto-general-del-estado/,None,None,None,None,None,2013-10-08T16:18:56.373Z,"[u'Eduardo Bejar', u'Mariel Garc\xeda M']","[u'Eduardo Bejar', u'Mor Rubinstein', u'Mariel Garc\xeda M']",None
lt,budget,2013,30,58,False,Y,Y,Y,N,Y,N,?,?,N,http://www.finmin.lt/web/finmin/2013_biudzetas,None,None,4/1/2013,None,None,11/6/2013 6:41:20,Karolis Granickas,Karolis Granickas,"Presentation (visualizations) of data is mostly available as well as some Pdfs. However, open datasets are not available on the Governments websites."
ng,timetables,2013,0,52,False,N,N,N,?,?,N,N,N,N,None,None,None,None,None,None,26/06/2012 02:20:58,"[u'Oluseun Onigbinde', u'Oludotun at Cloneshouse Nigeria', u'Oludotun Babayemi']","[u'Oluseun Onigbinde', u'Oluseun Onigbinde ']",The Data is not available.
at,budget,2013,70,18,False,Y,Y,Y,Y,Y,Y,Y,N,Y,https://www.bmf.gv.at/budget/das-budget/budget-2013.html,"PDF, XLS",None,None,None,None,2013-10-08T13:48:16.531Z,"[u'Robert Harm', u'Mathias Huter', u'Ton Zijlstra']","[u'Robert Harm', u'Ton Zijlstra', u'Lieke Ploeger']","https://www.bmf.gv.at/budget/das-budget/das-budget.html provides links to various budgets (2012, 2013 and long term estimates). The current 2013 budget is also available in XLS, so machine readability is now a yes, as is bulk download."
tn,companies,2013,45,16,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.tunisieindustrie.nat.tn/fr/home.asp,HTML,None,None,None,None,2013-10-02T22:11:08.160Z,"[u'Rayna Stamboliyska', u'Katelyn Rogers', u'Amin Khechine']","[u'Rayna Stamboliyska', u'Rayna St']","No information about license. 
Industry: http://www.tunisieindustrie.nat.tn/fr/dbi.asp
Services : http://www.tunisieindustrie.nat.tn/fr/dbs.asp"
fi,timetables,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://developer.matka.fi/pages/en/home.php,None,None,None,None,None,13/02/2013 14:48:12,"[u'Jari Honkonen', u'Margit Suurhasko']",Antti Jogi Poikola,See also the local public transport data from the Helsingi region at http://dev.hsl.fi/
ro,statistics,2013,45,43,False,Y,Y,Y,Y,N,Y,N,N,Y,http://www.insse.ro/cms/,"PDF, CSV, XLS",None,None,None,None,2013-09-26T12:21:14.330Z,"[u'Ovidiu Voicu', u'Tracey P. Lauriault', u'Strainu']","[u'Ovidiu Voicu', u'Silviu Vert', u'Tracey P. Lauriault']","The National Statistics Institute collects the data and it can be retrieved: (1) online, free of charge, PDF format, for the main indicators (2) online, interrogation of the database, a limited amount free of charge. There is an € sign next to non-free data. All data requires an account.
(3) offline, bulk data, for a significantly higher fee, after submitting a specific request"
be,legislation,2013,35,47,False,Y,Y,Y,Y,Y,N,N,N,?,http://www.belgielex.be,None,None,None,None,None,10/5/2012 14:44:40,"[u'Bart Hanssens', u'Tryggvi Bj\xf6rgvinsson']","[u'Pieter-Jan Pauwels', u'Sander van der Waal']","Structure of laws / law books could be improved: most legislation is available in HTML, but it misses semantic markup.
Jurisprudence can be searched / viewed in a flash-based application."
tw,map,2013,30,43,False,Y,Y,N,Y,N,Y,N,N,?,http://emap.nlsc.gov.tw/emap/,None,None,None,None,None,19/07/2012 15:32:05,"[u'TH Schee', u'Daniela Mattern']","[u'Daniela Mattern', u'Ying Chu Chen']",None
cr,companies,2013,5,54,False,Y,N,N,?,?,N,N,N,N,None,None,None,None,None,None,5/6/2013 19:47:48,"[u'Tryggvi Bj\xf6rgvinsson', u'Ana Sofia Ruiz']","[u'Oscar Montiel', u'Ana Sofia Ruiz']","There is data available but not in digital form. If a citizen wants the information, he/she must go physically to the Registro National to get it. There is a new format to register new companies, (www.crearempresa.go.cr) but the information available is only for companies that registered using it. If a company was registered before using the traditional format, it will not be available in the digital platform."
cz,map,2013,30,43,False,Y,Y,Y,Y,N,?,?,N,Y,http://geoportal.cuzk.cz/%28S%28qrmisl454rvykg55rkdiyymw%29%29/Default.aspx?mode=TextMeta&side=mapy&text=dSady_mapy&head_tab=sekce-02-gp&menu=22,None,None,None,None,None,20/04/2012 16:50:57,"[u'J\xe1chym \u010cepick\xfd', u'Jakub Mracek']","[u'Michaela Rybi\u010dkov\xe1', u'Sander van der Waal']",None
ru,budget,2013,60,24,False,Y,Y,Y,Y,Y,Y,Y,N,N,http://budget.gov.ru/data/opendata,XML,None,None,None,None,21/02/2013 08:49:04,"[u'Ivan Begtin', u'Ivan Pavlov', u'\u0422\u0430\u0442\u044c\u044f\u043d\u0430 \u0422\u043e\u043b\u0441\u0442\u0435\u043d\u0435\u0432\u0430']","[u'Ivan Begtin', u'Rufus Pollock']","Brief Description: Russian budget data is one of most open data but a bit dispersed over a few government websites. Well prepared machine readable data available on new government webisite Budget.gov.ru right here - http://budget.gov.ru/data/opendata
This data is XML data dumped from government database as XML dumps with XSD (XML schemas) provided. Budget.gov.ru is alpha-stage portal for now (September 2013) and this data is not up to date . Up to date data published as XLS on websites of Federal Treasury (http://roskazna.ru) and Ministry of Finances (http://minfin.ru) I suggest to accept this data XML but not to accept it as timely updated for now. Step by step explanation
1. Does the data exist? Yes, national level budget data available at - http://budget.gov.ru/data/opendata 2. Is data in digital form? Yes, data available via website and has digital form. 3. Publicly available? Yes, this data is publicly available. We don't need FOI request to get it. 4. Is the data available for free? Yes, this data is available for free. No payment is required. 5. Is the data available online? Yes. Data available at http://budget.gov.ru/data/opendata 6. Is the data machine readable? Yes, this data provided as XML files 7. Available in bulk? Mostly yes, you need to download a few XML files 8. Openly licensed? No, this data is not formally under open license from OpenDefinition.org 9. Is the data provided on a timely and up to date basis?
No, data disclosure is not well organized. Budget portal is still beta. Ivan Pavlov: we consider the Russian Budget Information as open licensed, taking into the account Russian Legislation provisions. According to the Civil Сode of Russia (Article 1259), official government documents including laws, other legal texts, judicial decisions, other materials of legislative, administrative and judicial character are not objects of copyright. Also according to the Russian FOI law (Article 1), information about the activities of government bodies and bodies of local self-government is information (including documentation), established within government bodies, their territorial bodies, local authorities or institutions subordinate to the state authorities, local self-government (hereinafter - organizations subordinated to it), or received by the mentioned bodies and organizations. Information on the activities of government bodies and bodies of local self-government also includes laws and other normative legal acts concerning information on the activities of bodies of local self-government – municipal legal acts defining structure, competence, formation and operating procedures of the above-specified bodies and organizations, and other information concerning their activity.
Thus, according to the current Russian legislation, there are no legal restrictions on use, reuse or redistribute budget data."
rs,map,2013,0,55,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-09-30T12:08:35.231Z,"[u'Larisa Rankovic', u'Stevan Gostoji\u0107']","[u'Bojana Dzulovic', u'Sander van der Waal']","The link previously provided (http://www.geomreze.rgz.gov.rs) points at a Google map, not a map published by the Serbian gov."
cr,statistics,2013,70,16,False,Y,Y,Y,Y,Y,Y,Y,?,Y,http://www.inec.go.cr/,None,None,None,None,None,5/6/2013 19:52:27,"[u'Tryggvi Bj\xf6rgvinsson', u'Ana Sofia Ruiz']","[u'Oscar Montiel', u'Ana Sofia Ruiz']",Data is available and downloadable in excel spreadsheet to manipulate.
ro,elections,2013,70,19,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.roaep.ro/istoric/,XLS,None,Dec 2012,None,None,2013-09-26T10:52:25.110Z,"[u'Ovidiu Voicu', u'Strainu']",Silviu Vert,"The Romanian Permanent Electoral Authority set up a portal where the results of the elections can be retrieved in XLS format. Usually, the results are published immediately after their validation by the Constitutional Court. Only the results of the more recent elections (after 2006, when the Electoral Authority was created) are available in re-usable format. The data is not explicitly licensed (thus the negative answer to the specific question) but they are available for free and can be reused."
cy,budget,2013,0,60,False,?,?,?,?,?,?,?,?,?,http://www.mof.gov.cy/mof/mof.nsf/page15_en/page15_en?OpenDocument,None,None,None,None,None,2013-10-09T20:40:15.902Z,Andreas,"[u'Andreas Pavlou', u'Andreas P']",Some information is provided in reports and excels that are not clear. No information clearly set out per department/ministry or clearly labelled. More information provided in the Greek section but still not sufficient.
us,spending,2013,90,4,True,Y,Y,Y,Y,Y,Y,Y,Y,N,http://usaspending.gov,"CSV, XML",None,1/1/2009,None,None,22/04/2012 15:32:53,"[u'Mor Rubinstein', u'Tracey P. Lauriault', u'Josh Tauberer', u'Neal Bastek']","[u'Mor Rubinstein', u'Tracey P. Lauriault', u'Katelyn Rogers', u'Kaitlin Devine']","The data at USASpending.gov accounts for only a fraction of all government spending, and it is organized in a way that makes it hard to understand and use. So while it's open data, it's only a small part of federal spending data. It does not include expenses on government salaries and operating expenditures or information on Medicare, the nation's government sponsored medical insurance for the elderly (~20% of total spending). There are no government-wide spending records that would actually be more helpful --- that is, the government doesn't collect the type of data about its own spending that would be useful to the open government world."
pt,spending,2013,95,3,True,Y,Y,Y,?,Y,Y,Y,Y,Y,http://www.base.gov.pt/base2/,None,None,None,None,None,2013-10-05T00:44:57.816Z,"[u'Paulo Caldeira', u'Olaf Veerman', u'Tryggvi Bj\xf6rgvinsson', u'Ana Carvalho', u'Nuno Moniz']","[u'Mor Rubinstein', u'Olaf Veerman', u'Gustavo', u'Laura James', u'Ricardo Lafuente']","There is no data available on day-to-day spending. Public contract offers and non-bid contracts are available through the website http://www.base.gov.pt/base2/. It is machine readable, freely and timely available, but not in bulk nor under an open license."
lt,emissions,2013,55,21,False,Y,Y,Y,Y,Y,N,Y,?,Y,http://oras.gamta.lt/cms/index?rubricId=c899e17e-3678-43b3-97a4-1b093b04aa98,None,None,None,None,None,11/6/2013 6:52:28,"[u'Lieke Ploeger', u'Karolis Granickas']","[u'Mor Rubinstein', u'Karolis Granickas']","The data is fully available, but not in machine-readable formats. It is possible to request full datasets under the FOI legislation by filling FOI request."
nz,statistics,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.stats.govt.nz/browse_for_stats.aspx,None,None,None,None,None,26/02/2013 19:19:38,Mark Heseltine,"[u'Alex Sadleir', u'Jonathan Hunt']",None
ro,spending,2013,70,6,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.mbuget.gov.ro/buget/execbug.html?pagina=buget2013&locale=ro,XLS,None,Oct 2013,None,None,2013-09-26T11:44:29.929Z,"[u'Ovidiu Voicu', u'Tryggvi Bj\xf6rgvinsson']","[u'Ovidiu Voicu', u'Mor Rubinstein', u'Silviu Vert', u'Pierre Chrzanowski']",The spending report is published monthly.
bm,statistics,2013,45,43,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.govsubportal.com/ministries/2012-02-10-14-05-02/cabinet-office/statistics/,PDF,None,None,None,None,2013-10-07T08:10:14.473Z,"[u'Louis Galipeau', u'Graeme Jones']","[u'Graeme Jones', u'Christian Villum']",None
is,postcodes,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://lmi.is,GDB and SHP,None,None,None,None,18/04/2012 11:10:49,"[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson']","[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson']",The National Land Survey of Iceland distributes the data under an adaptation of the Open Government Licence. The postcodes are defined as areas. Licence: http://www.lmi.is/wp-content/uploads/2013/10/License-for-use-of-free-NLSI-data-General-Terms.pdf
sn,budget,2013,35,53,False,Y,Y,Y,Y,Y,N,N,N,N,http://www.dpee.sn/,PDF,None,2013,None,None,17/05/2013 17:40:20,"[u'Mor Rubinstein', u'Pierre Chrzanowski', u'Maye Diop', u'Ndeye Maimouna DIOP']","[u'Mamadou Diagne', u'Mor Rubinstein', u'Pierre Chrzanowski']",None
dk,map,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://download.kortforsyningen.dk/,None,None,None,None,None,9/3/2013 16:04:47,"[u'Asmen G\xfcl', u'Niels Erik Kaaber Rasmussen', u'Daniela Mattern']","[u'Mor Rubinstein', u'Daniela Mattern']",None
ca,map,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.geobase.ca/geobase/en/index.html,Multiple,None,1999,None,None,21/02/2013 01:20:59,"[u'Frank Hangler', u'Tracey P. Lauriault', u'Daniela Mattern', u'Cameron Wilson']","[u'James McKinney', u'Daniela Mattern', u'Tracey Lauriault']","Multiple national scale framework data are available from Natural Resources Canada in the following portals: a) Geobase - http://www.geobase.ca/geobase/en/index.html
b) GeoGratis - http://www.geogratis.gc.ca/geogratis/search?lang=en
c) GeoConnections Discovery Portal - http://geodiscover.cgdi.ca/web/guest/home"
dk,legislation,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,https://www.retsinformation.dk/,csv,None,None,None,None,17/04/2012 19:52:55,"[u'Asmen G\xfcl', u'Niels Erik Kaaber Rasmussen', u'Daniela Mattern', u'Andrew Stott']","[u'Mor Rubinstein', u'Niels Erik Kaaber Rasmussen', u'Daniela Mattern']","When you perform a search through Retsinformation.dk you can chose the option ""Eksporter søgeresultatet"" which gives you the search result in CSV - you can search for all documents to get a full CSV bulk download of the *metadata* of all legislation (although with 77,000 entries this sometimes over-stresses the server - if so make several queries)"
